고객ID,Recency,Frequency,Monetary,Length,총납세액,평균납세액,총구매수량,평균구매수량,총할인금액,평균할인금액,평균할인율,총배송료,평균배송료,최다구매월,당월구매횟수,고유거래일수,평균구매주기,추가구매일수,성별,고객지역,가입기간,구매카테고리수,First_category,Second_category,Third_category,used개수,not used개수,clicked개수,Used_ratio,Used_ratio_per_F,Clicked_ratio,Clicked_ratio_per_F
USER_1093,115,8,1720.609,1,198.527,10.44878947368421,99,12.375,263.058,13.845157894736841,11.05,68.99,3.6310526315789473,Sep,8,2,58,1.0,남,New York,31,6,Lifestyle,Nest,Apparel,7,2,10,0.3684210526315789,0.046052631578947366,0.5263157894736842,0.06578947368421052
USER_1094,139,13,1652.3603,0,151.1003,7.952647368421053,28,2.1538461538461537,68.47,3.603684210526316,6.32,78.0,4.105263157894737,Aug,13,1,139,0.0,남,California,22,7,Apparel,Nest,Nest,6,3,10,0.3157894736842105,0.024291497975708502,0.5263157894736842,0.04048582995951417
USER_1095,268,2,619.9888,34,57.9998,4.461523076923077,14,7.0,3.441,0.26469230769230767,9.23,13.0,1.0,Apr,1,2,168,1.0,여,Chicago,47,4,Stationery,Lifestyle,Nest,4,3,6,0.3076923076923077,0.15384615384615385,0.46153846153846156,0.23076923076923078
USER_1096,290,1,28.857000000000003,0,2.862,1.431,10,10.0,2.385,1.1925,15.0,12.48,6.24,Mar,1,1,290,0.0,여,New York,41,2,Lifestyle,Housewares,None,1,0,1,0.5,0.5,0.5,0.5
USER_1097,223,5,1323.842,56,170.13299999999998,17.013299999999997,297,59.4,64.071,6.4071,6.0,51.93,5.193,Mar,4,2,167,1.0,여,Chicago,22,6,Nest,Apparel,Stationery,2,2,6,0.2,0.04,0.6,0.12
USER_1098,175,43,3567.4515,68,469.3955,6.70565,200,4.651162790697675,149.794,2.1399142857142857,5.43,328.5,4.692857142857143,May,42,2,155,1.0,남,California,6,6,Apparel,Nest,Stationery,19,9,42,0.2714285714285714,0.006312292358803986,0.6,0.013953488372093023
USER_1099,136,17,3239.7498,32,307.97180000000003,10.998992857142857,113,6.647058823529412,73.652,2.6304285714285713,5.0,120.92,4.3185714285714285,Jul,15,2,100,1.0,여,California,3,5,Apparel,Nest,Housewares,11,2,15,0.39285714285714285,0.023109243697478993,0.5357142857142857,0.031512605042016806
USER_1100,57,1,267.8,0,23.8,23.8,2,2.0,0.0,0.0,0.0,6.0,6.0,Nov,1,1,57,0.0,남,Chicago,28,1,Nest,None,None,0,0,1,0.0,0.0,1.0,1.0
USER_1101,333,11,2540.348,0,284.462,16.73305882352941,22,2.0,86.794,5.105529411764706,5.88,78.78,4.634117647058823,Feb,11,1,333,0.0,여,Washington DC,37,2,Apparel,Nest,None,5,4,8,0.29411764705882354,0.026737967914438502,0.47058823529411764,0.0427807486631016
USER_1102,185,23,3849.2574999999997,0,462.80150000000003,15.426716666666668,190,8.26086956521739,696.834,23.2278,13.0,165.68,5.522666666666667,Jun,23,1,185,0.0,남,New York,27,8,Nest,Apparel,Stationery,13,3,14,0.43333333333333335,0.01884057971014493,0.4666666666666667,0.02028985507246377
USER_1103,151,20,4910.3981,0,675.4221,14.07129375,979,48.95,296.49399999999997,6.176958333333332,6.67,172.79000000000002,3.599791666666667,Aug,20,1,151,0.0,여,Chicago,23,10,Apparel,Housewares,Stationery,16,12,20,0.3333333333333333,0.016666666666666666,0.4166666666666667,0.020833333333333336
USER_1104,332,37,7722.926,1,796.136,11.538202898550724,372,10.054054054054054,478.66,6.937101449275363,6.96,394.28999999999996,5.714347826086956,Feb,37,2,167,1.0,남,Chicago,12,9,Nest,Stationery,Lifestyle,25,10,34,0.36231884057971014,0.009792401096748922,0.4927536231884058,0.013317665491578536
USER_1105,94,1,49.4828,0,7.4808,7.4808,4,4.0,12.468,12.468,30.0,12.91,12.91,Sep,1,1,94,0.0,남,Chicago,16,1,Housewares,None,None,1,0,0,1.0,1.0,0.0,0.0
USER_1106,276,31,3802.8308,1,423.0288,9.40064,98,3.161290322580645,584.1479999999999,12.981066666666665,14.0,258.51,5.744666666666666,Mar,31,2,139,1.0,여,New York,50,7,Nest,Apparel,Housewares,22,7,16,0.4888888888888889,0.015770609318996414,0.35555555555555557,0.011469534050179211
USER_1107,39,19,3930.4884,0,344.4344,11.481146666666666,34,1.7894736842105263,244.356,8.145199999999999,6.0,128.99,4.299666666666667,Nov,19,1,39,0.0,남,New Jersey,49,6,Nest,Nest,Apparel,9,3,18,0.3,0.015789473684210527,0.6,0.031578947368421054
USER_1108,257,11,3000.1821,42,296.2261,8.976548484848484,127,11.545454545454545,236.27399999999997,7.159818181818181,10.0,204.07,6.183939393939394,Mar,10,2,170,1.0,남,Chicago,40,7,Nest,Apparel,Stationery,11,5,17,0.3333333333333333,0.0303030303030303,0.5151515151515151,0.046831955922865015
USER_1109,215,9,848.187,0,88.805,5.5503125,21,2.3333333333333335,80.668,5.04175,10.0,55.0,3.4375,May,9,1,215,0.0,여,Chicago,36,3,Nest,Stationery,Apparel,8,0,8,0.5,0.05555555555555555,0.5,0.05555555555555555
USER_1110,101,44,6608.3886,183,698.3876,9.18931052631579,234,5.318181818181818,694.329,9.13590789473684,8.29,363.91,4.788289473684211,Sep,26,2,233,1.0,여,California,17,8,Nest,Apparel,Stationery,21,11,44,0.27631578947368424,0.006279904306220096,0.5789473684210527,0.013157894736842106
USER_1111,333,5,1102.6488,0,116.81680000000001,11.681680000000002,28,5.6,98.06800000000001,9.8068,6.0,32.5,3.25,Feb,5,1,333,0.0,여,New York,33,5,Nest,Stationery,Apparel,4,1,5,0.4,0.08,0.5,0.1
USER_1112,255,19,3848.7343,0,379.9973,11.176391176470588,469,24.68421052631579,148.59300000000002,4.370382352941177,4.71,203.60999999999999,5.988529411764706,Apr,19,1,255,0.0,여,California,16,7,Nest,Stationery,Apparel,16,3,15,0.47058823529411764,0.024767801857585137,0.4411764705882353,0.02321981424148607
USER_1113,92,5,996.0382,0,101.12219999999999,7.778630769230769,30,6.0,191.634,14.741076923076921,16.15,43.980000000000004,3.3830769230769233,Sep,5,1,92,0.0,여,Washington DC,16,5,Lifestyle,Apparel,Nest,7,2,4,0.5384615384615384,0.10769230769230768,0.3076923076923077,0.06153846153846154
USER_1114,342,23,3452.5526,0,355.7096,7.114192,110,4.782608695652174,102.09700000000001,2.0419400000000003,3.2,168.75,3.375,Jan,23,1,342,0.0,여,New York,7,8,Apparel,Nest,Stationery,16,9,25,0.32,0.01391304347826087,0.5,0.021739130434782608
USER_1115,57,10,2522.9384,1,266.3964,8.593432258064517,108,10.8,334.618,10.794129032258065,8.39,60.0,1.935483870967742,Nov,10,2,29,1.0,남,Washington DC,47,5,Stationery,Apparel,Nest,13,4,14,0.41935483870967744,0.041935483870967745,0.45161290322580644,0.04516129032258064
USER_1116,214,34,7441.8223,82,792.4033000000001,12.19082,969,28.5,546.051,8.400784615384616,8.15,353.41,5.437076923076924,May,19,2,189,1.0,여,New York,10,9,Nest,Apparel,Lifestyle,23,8,34,0.35384615384615387,0.010407239819004526,0.5230769230769231,0.015384615384615385
USER_1117,39,59,15458.009900000001,203,1598.0499,12.7843992,1052,17.83050847457627,1183.16,9.46528,6.56,506.31,4.05048,May,29,5,89,4.0,여,New York,23,11,Apparel,Nest,Stationery,41,17,67,0.328,0.005559322033898305,0.536,0.009084745762711864
USER_1118,330,6,592.095,0,64.439,4.602785714285714,17,2.8333333333333335,26.114,1.8652857142857144,7.14,52.5,3.75,Feb,6,1,330,0.0,남,California,48,5,Apparel,Stationery,Housewares,5,0,9,0.35714285714285715,0.05952380952380953,0.6428571428571429,0.10714285714285715
USER_1119,230,1,34.13419999999999,0,3.8442,1.9221,9,9.0,2.4000000000000004,1.2000000000000002,10.0,6.0,3.0,May,1,1,230,0.0,여,Chicago,45,2,Apparel,Stationery,None,1,0,1,0.5,0.5,0.5,0.5
USER_1120,89,5,1581.897,263,108.70500000000001,9.882272727272728,94,18.8,43.798,3.9816363636363636,2.73,60.96,5.541818181818182,Jan,3,2,307,1.0,여,California,19,6,Nest,Nest,Stationery,3,0,8,0.2727272727272727,0.05454545454545454,0.7272727272727273,0.14545454545454545
USER_1121,85,54,11877.1058,236,1135.9538,8.805843410852713,388,7.185185185185185,584.598,4.531767441860465,6.98,432.68,3.354108527131783,Oct,24,4,139,3.0,여,New Jersey,37,16,Apparel,Nest,Housewares,47,26,56,0.3643410852713178,0.0067470571346540335,0.43410852713178294,0.008039046798736722
USER_1122,10,9,2150.1974999999998,1,200.2175,14.30125,21,2.3333333333333335,241.56,17.254285714285714,15.0,97.96,6.997142857142856,Dec,9,2,6,1.0,여,New Jersey,7,3,Nest,Housewares,Nest,7,1,6,0.5,0.05555555555555555,0.42857142857142855,0.047619047619047616
USER_1123,66,10,1547.9836,0,112.95360000000001,5.378742857142858,25,2.5,47.24,2.2495238095238097,2.38,69.75,3.3214285714285716,Oct,10,1,66,0.0,남,Washington DC,34,4,Apparel,Nest,Nest,5,2,14,0.23809523809523808,0.023809523809523808,0.6666666666666666,0.06666666666666667
USER_1124,192,7,1214.4158,0,120.9658,6.366621052631579,32,4.571428571428571,63.53999999999999,3.344210526315789,7.89,149.06,7.845263157894737,Jun,7,1,192,0.0,여,Chicago,9,5,Apparel,Nest,Stationery,5,1,13,0.2631578947368421,0.03759398496240601,0.6842105263157895,0.09774436090225565
USER_1125,107,4,633.688,0,92.253,18.4506,57,14.25,122.625,24.525,12.0,50.21,10.042,Sep,4,1,107,0.0,여,Chicago,2,3,Housewares,Nest,Nest,2,2,1,0.4,0.1,0.2,0.05
USER_1126,53,4,925.9382,0,78.9482,15.78964,8,2.0,0.0,0.0,0.0,24.0,4.8,Nov,4,1,53,0.0,남,New York,44,3,Nest,Nest,Apparel,0,1,4,0.0,0.0,0.8,0.2
USER_1127,282,2,180.85,0,15.3,5.1000000000000005,4,2.0,0.44999999999999996,0.15,10.0,13.0,4.333333333333333,Mar,2,1,282,0.0,여,Chicago,26,2,Stationery,Nest,None,1,0,2,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.3333333333333333
USER_1128,211,5,384.81940000000003,0,45.5864,3.7988666666666666,42,8.4,80.60699999999999,6.717249999999999,10.0,30.0,2.5,Jun,5,1,211,0.0,여,California,6,4,Apparel,Stationery,Lifestyle,4,1,7,0.3333333333333333,0.06666666666666667,0.5833333333333334,0.11666666666666667
USER_1129,147,12,1436.0889,208,139.3469,8.70918125,20,1.6666666666666667,39.478,2.467375,3.75,74.5,4.65625,Aug,6,4,140,3.0,여,New York,15,4,Apparel,Nest,Stationery,3,4,9,0.1875,0.015625,0.5625,0.046875
USER_1130,81,10,1259.848,236,163.365,7.102826086956522,42,4.2,62.20700000000001,2.704652173913044,4.35,65.2,2.8347826086956522,Feb,5,2,276,1.0,여,New York,21,8,Apparel,Apparel,Housewares,6,2,15,0.2608695652173913,0.02608695652173913,0.6521739130434783,0.06521739130434782
USER_1131,19,17,4011.0734,182,395.58540000000005,11.987436363636364,543,31.941176470588236,403.392,12.224,10.3,121.49,3.681515151515151,Nov,11,3,127,2.0,여,Chicago,5,7,Nest,Apparel,Stationery,14,4,15,0.42424242424242425,0.024955436720142603,0.45454545454545453,0.026737967914438502
USER_1132,17,2,51.656200000000005,0,7.7532,3.8766,4,2.0,12.717,6.3585,15.0,13.0,6.5,Dec,2,1,17,0.0,여,California,7,2,Stationery,Apparel,None,1,0,1,0.5,0.25,0.5,0.25
USER_1133,335,1,27.1854,0,3.1554,3.1554,1,1.0,0.0,0.0,0.0,6.5,6.5,Jan,1,1,335,0.0,여,California,50,1,Apparel,None,None,0,0,1,0.0,0.0,1.0,1.0
USER_1134,171,4,383.2344,30,32.711400000000005,5.451900000000001,35,8.75,2.067,0.34450000000000003,6.67,36.42,6.07,Jul,2,3,77,2.0,여,New York,13,5,Stationery,Nest,Apparel,2,1,3,0.3333333333333333,0.08333333333333333,0.5,0.125
USER_1135,12,5,688.0108,95,75.8948,9.48685,22,4.4,126.894,15.86175,7.5,65.47,8.18375,Sep,3,2,101,1.0,여,New Jersey,35,5,Apparel,Nest,Housewares,2,0,6,0.25,0.05,0.75,0.15
USER_1136,75,18,1824.7992,126,193.6062,6.05019375,153,8.5,91.36699999999999,2.8552187499999997,6.56,165.93,5.1853125,Oct,10,2,163,1.0,여,California,18,9,Apparel,Stationery,Lifestyle,13,2,17,0.40625,0.022569444444444444,0.53125,0.029513888888888888
USER_1137,172,8,1296.2542,15,135.7842,10.444938461538461,185,23.125,122.55,9.426923076923076,6.92,62.33,4.794615384615384,Jun,7,2,101,1.0,여,Chicago,3,7,Nest,Stationery,Apparel,3,1,9,0.23076923076923078,0.028846153846153848,0.6923076923076923,0.08653846153846154
USER_1138,213,42,7472.1748,135,769.7938,10.263917333333334,253,6.023809523809524,671.6089999999999,8.954786666666665,8.27,513.49,6.846533333333333,Mar,17,5,96,4.0,남,California,40,9,Nest,Apparel,Housewares,28,6,41,0.37333333333333335,0.008888888888888889,0.5466666666666666,0.013015873015873015
USER_1139,108,5,697.1716,0,69.0986,11.516433333333334,7,1.4,50.696999999999996,8.449499999999999,10.0,30.0,5.0,Sep,5,1,108,0.0,남,Chicago,26,3,Nest,Apparel,Housewares,2,1,3,0.3333333333333333,0.06666666666666667,0.5,0.1
USER_1140,126,46,8542.7734,169,902.8234,10.031371111111111,170,3.6956521739130435,479.41999999999996,5.326888888888888,7.22,349.40999999999997,3.882333333333333,Mar,32,3,154,2.0,남,New York,25,9,Apparel,Nest,Stationery,27,14,49,0.3,0.006521739130434782,0.5444444444444444,0.01183574879227053
USER_1141,351,5,1244.916,1,111.417,22.2834,10,2.0,15.371000000000002,3.0742000000000003,2.0,34.7,6.94,Jan,5,2,176,1.0,여,Chicago,45,2,Nest,Nest,None,1,1,3,0.2,0.04,0.6,0.12
USER_1142,314,3,173.74040000000002,0,15.4604,5.153466666666667,3,1.0,0.0,0.0,0.0,19.5,6.5,Feb,3,1,314,0.0,남,California,23,2,Apparel,Nest,None,0,0,3,0.0,0.0,1.0,0.3333333333333333
USER_1143,60,18,3745.9406,0,288.7546,6.715223255813953,55,3.0555555555555554,101.38400000000001,2.3577674418604655,6.05,130.34,3.0311627906976746,Nov,18,1,60,0.0,여,California,32,8,Apparel,Nest,Nest,13,4,26,0.3023255813953488,0.016795865633074933,0.6046511627906976,0.033591731266149866
USER_1144,207,4,395.0632,0,58.8242,7.353025,8,2.0,87.89099999999999,10.986374999999999,15.0,24.0,3.0,Jun,4,1,207,0.0,남,California,47,3,Apparel,Nest,IT,4,0,4,0.5,0.125,0.5,0.125
USER_1145,24,8,1697.155,1,155.197,8.622055555555555,27,3.375,182.082,10.115666666666666,15.0,83.96000000000001,4.664444444444445,Dec,8,2,13,1.0,여,New York,10,4,Nest,Apparel,Stationery,9,5,4,0.5,0.0625,0.2222222222222222,0.027777777777777776
USER_1146,221,4,678.3627,0,89.9007,4.994483333333333,22,5.5,53.468,2.9704444444444444,4.44,24.0,1.3333333333333333,May,4,1,221,0.0,여,New York,15,5,Apparel,Lifestyle,Nest,4,4,10,0.2222222222222222,0.05555555555555555,0.5555555555555556,0.1388888888888889
USER_1147,202,1,58.127599999999994,0,8.4546,2.8181999999999996,3,3.0,3.297,1.099,10.0,6.0,2.0,Jun,1,1,202,0.0,여,Washington DC,29,1,Apparel,None,None,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
USER_1148,87,7,1289.1029,41,119.6089,7.47555625,23,3.2857142857142856,50.636,3.16475,6.25,42.0,2.625,Aug,6,2,84,1.0,여,Chicago,39,6,Nest,Lifestyle,Apparel,5,4,7,0.3125,0.044642857142857144,0.4375,0.0625
USER_1149,316,69,9427.0895,1,979.6615,8.373175213675214,153,2.217391304347826,672.3520000000001,5.746598290598292,6.67,455.78,3.895555555555555,Feb,69,2,159,1.0,남,California,24,10,Apparel,Nest,Housewares,39,18,60,0.3333333333333333,0.004830917874396135,0.5128205128205128,0.007432181345224823
USER_1150,39,34,6285.0002,280,621.1422,8.748481690140846,266,7.823529411764706,273.302,3.849323943661972,6.76,298.71,4.207183098591549,Nov,13,5,119,4.0,남,Chicago,44,7,Apparel,Nest,Stationery,25,13,33,0.352112676056338,0.010356255178127589,0.4647887323943662,0.013670256835128416
USER_1151,115,9,3440.1297999999997,0,477.1988,20.747773913043478,349,38.77777777777778,506.94899999999996,22.041260869565214,13.04,129.48,5.6295652173913036,Sep,9,1,115,0.0,남,Chicago,7,8,Apparel,Nest,Housewares,10,2,11,0.43478260869565216,0.04830917874396135,0.4782608695652174,0.05314009661835749
USER_1152,32,38,6938.4211000000005,260,632.8251,9.171378260869565,104,2.736842105263158,292.68399999999997,4.241797101449275,6.96,277.42,4.020579710144927,Mar,18,5,110,4.0,여,Washington DC,31,10,Apparel,Nest,Nest,21,7,41,0.30434782608695654,0.008009153318077803,0.5942028985507246,0.015636918382913804
USER_1153,170,14,2562.3996,180,292.1196,9.73732,51,3.642857142857143,81.8,2.7266666666666666,3.33,109.5,3.65,Jul,11,3,176,2.0,여,California,10,6,Apparel,Nest,Housewares,10,5,15,0.3333333333333333,0.023809523809523808,0.5,0.03571428571428571
USER_1154,16,8,1353.4912,0,136.0822,8.004835294117647,19,2.375,93.441,5.496529411764706,8.82,57.99,3.4111764705882353,Dec,8,1,16,0.0,여,Chicago,15,5,Apparel,Nest,Nest,5,4,8,0.29411764705882354,0.03676470588235294,0.47058823529411764,0.058823529411764705
USER_1155,61,6,385.8646,0,38.1386,2.118811111111111,22,3.6666666666666665,13.144,0.7302222222222222,3.33,36.0,2.0,Oct,6,1,61,0.0,여,California,24,6,Apparel,Stationery,Nest,6,2,10,0.3333333333333333,0.05555555555555555,0.5555555555555556,0.0925925925925926
USER_1156,252,5,1163.3396,0,110.6986,15.814085714285714,11,2.2,49.119,7.017,4.29,36.99,5.284285714285715,Apr,5,1,252,0.0,남,New York,46,2,Nest,Apparel,None,3,1,3,0.42857142857142855,0.08571428571428572,0.42857142857142855,0.08571428571428572
USER_1157,65,11,486.2542,1,54.0302,2.2512583333333334,58,5.2727272727272725,8.406,0.35025,2.92,66.0,2.75,Oct,11,2,33,1.0,여,California,30,5,Apparel,Stationery,Lifestyle,7,3,14,0.2916666666666667,0.026515151515151516,0.5833333333333334,0.05303030303030303
USER_1158,178,39,6104.6840999999995,60,608.7411,7.07838488372093,552,14.153846153846153,152.287,1.770779069767442,4.53,478.31,5.5617441860465116,May,24,3,99,2.0,여,California,19,12,Apparel,Stationery,Nest,25,12,49,0.29069767441860467,0.007453786523553966,0.5697674418604651,0.014609421586165773
USER_1159,176,2,107.03620000000001,0,10.3462,5.1731,2,1.0,7.9,3.95,5.0,12.0,6.0,Jul,2,1,176,0.0,여,New Jersey,23,2,Nest,Apparel,None,1,1,0,0.5,0.25,0.0,0.0
USER_1160,69,20,3090.2113,218,325.9063,6.149175471698113,111,5.55,190.45499999999998,3.5934905660377354,7.74,226.84,4.28,Sep,18,3,168,2.0,여,California,37,10,Apparel,Stationery,Housewares,15,10,28,0.2830188679245283,0.014150943396226415,0.5283018867924528,0.026415094339622643
USER_1161,65,8,1959.7418,23,225.1678,15.011186666666667,97,12.125,62.296,4.153066666666667,3.33,98.74000000000001,6.582666666666667,Oct,8,2,55,1.0,남,Chicago,35,10,Housewares,Apparel,Stationery,5,2,8,0.3333333333333333,0.041666666666666664,0.5333333333333333,0.06666666666666667
USER_1162,131,5,759.1742,15,84.8042,4.988482352941176,18,3.6,10.71,0.63,9.41,36.99,2.1758823529411764,Aug,5,2,80,1.0,남,California,35,6,Stationery,Apparel,Nest,8,3,6,0.47058823529411764,0.09411764705882353,0.35294117647058826,0.07058823529411765
USER_1163,99,29,6194.561,158,569.271,9.036047619047618,158,5.448275862068965,371.64,5.899047619047619,6.19,235.47,3.7376190476190474,Sep,15,4,103,3.0,남,California,33,8,Apparel,Nest,Lifestyle,21,12,30,0.3333333333333333,0.011494252873563218,0.47619047619047616,0.016420361247947456
USER_1164,1,27,5094.9442,0,403.2312,10.611347368421052,64,2.3703703703703702,483.447,12.72228947368421,8.68,173.5,4.565789473684211,Dec,27,1,1,0.0,여,New Jersey,38,5,Nest,Nest,Apparel,11,4,23,0.2894736842105263,0.010721247563352828,0.6052631578947368,0.022417153996101363
USER_1165,145,11,2710.5479,0,241.6859,8.333996551724137,119,10.818181818181818,231.87800000000001,7.9957931034482765,8.28,93.83,3.23551724137931,Aug,11,1,145,0.0,남,California,19,9,Nest,Apparel,Housewares,12,2,15,0.41379310344827586,0.03761755485893417,0.5172413793103449,0.047021943573667714
USER_1166,62,7,1928.7312,0,164.5912,16.45912,135,19.285714285714285,44.7,4.470000000000001,3.0,42.0,4.2,Oct,7,1,62,0.0,여,New Jersey,49,4,Nest,Apparel,Nest,3,2,5,0.3,0.04285714285714286,0.5,0.07142857142857142
USER_1167,240,28,6998.392,1,734.664,11.661333333333333,328,11.714285714285714,277.562,4.405746031746032,6.03,232.61,3.6922222222222225,May,28,2,121,1.0,여,Chicago,32,8,Apparel,Nest,Stationery,19,11,33,0.30158730158730157,0.010770975056689341,0.5238095238095238,0.01870748299319728
USER_1168,144,6,1055.9638,0,105.5918,7.542271428571429,157,26.166666666666668,15.358,1.097,5.71,52.17,3.7264285714285714,Aug,6,1,144,0.0,여,New York,47,7,Apparel,Apparel,Stationery,4,2,8,0.2857142857142857,0.047619047619047616,0.5714285714285714,0.09523809523809523
USER_1169,334,6,1536.2818,0,150.5368,16.726311111111112,14,2.3333333333333335,69.53500000000001,7.726111111111113,4.44,46.28,5.142222222222222,Jan,6,1,334,0.0,여,California,45,2,Nest,Apparel,None,4,2,3,0.4444444444444444,0.07407407407407407,0.3333333333333333,0.05555555555555555
USER_1170,199,6,2007.5418,0,298.4208,18.6513,210,35.0,191.19899999999998,11.949937499999999,9.38,137.56,8.5975,Jun,6,1,199,0.0,남,California,5,4,Apparel,Lifestyle,Nest,5,3,8,0.3125,0.052083333333333336,0.5,0.08333333333333333
USER_1171,27,8,826.6336,0,84.0346,4.6685888888888885,49,6.125,167.121,9.284500000000001,11.67,51.5,2.861111111111111,Dec,8,1,27,0.0,여,Chicago,24,6,Apparel,Stationery,Nest,7,3,8,0.3888888888888889,0.04861111111111111,0.4444444444444444,0.05555555555555555
USER_1172,216,16,2226.9574000000002,1,224.4954,8.979816,26,1.625,146.748,5.86992,8.0,112.68,4.5072,May,16,2,109,1.0,남,California,17,5,Nest,Apparel,Nest,10,0,15,0.4,0.025,0.6,0.0375
USER_1173,228,8,2095.8512,0,297.4052,14.870259999999998,164,20.5,56.294,2.8146999999999998,3.0,48.0,2.4,May,8,1,228,0.0,여,New Jersey,31,4,Apparel,Apparel,Nest,3,5,12,0.15,0.01875,0.6,0.075
USER_1174,45,32,6276.768,1,542.772,9.86858181818182,202,6.3125,447.73400000000004,8.140618181818182,6.18,198.91,3.6165454545454545,Nov,32,2,23,1.0,여,Chicago,35,10,Nest,Stationery,Housewares,18,9,28,0.32727272727272727,0.010227272727272727,0.509090909090909,0.015909090909090907
USER_1175,358,2,374.2782,0,34.26820000000001,17.134100000000004,3,1.5,0.0,0.0,0.0,13.0,6.5,Jan,2,1,358,0.0,여,New York,49,2,Apparel,Nest,None,0,1,1,0.0,0.0,0.5,0.25
USER_1176,41,27,3672.3598,196,330.3328,8.927913513513515,192,7.111111111111111,166.03300000000002,4.487378378378379,5.95,224.32,6.062702702702703,Nov,17,5,86,4.0,남,Chicago,8,7,Nest,Stationery,Apparel,13,8,16,0.35135135135135137,0.013013013013013013,0.43243243243243246,0.016016016016016016
USER_1177,202,19,4021.4814,0,473.2154,12.453036842105263,359,18.894736842105264,294.594,7.752473684210526,11.84,164.19,4.3207894736842105,Jun,19,1,202,0.0,여,New York,42,8,Apparel,Stationery,Nest,15,7,16,0.39473684210526316,0.02077562326869806,0.42105263157894735,0.0221606648199446
USER_1178,290,36,8032.5109,1,885.2239,12.294776388888888,401,11.13888888888889,471.573,6.549625,8.33,480.76,6.677222222222222,Mar,36,2,146,1.0,남,Chicago,13,9,Apparel,Nest,Stationery,20,14,38,0.2777777777777778,0.00771604938271605,0.5277777777777778,0.014660493827160495
USER_1179,220,13,1569.3644,1,183.7564,6.562728571428572,141,10.846153846153847,79.772,2.849,5.71,98.96000000000001,3.5342857142857147,May,13,2,111,1.0,여,New Jersey,19,7,Apparel,Lifestyle,Nest,8,7,13,0.2857142857142857,0.021978021978021976,0.4642857142857143,0.03571428571428571
USER_1180,258,44,10318.6577,69,1069.0227,13.883411688311687,966,21.954545454545453,418.565,5.435909090909091,4.94,626.8199999999999,8.14051948051948,Feb,33,3,132,2.0,여,New York,18,8,Nest,Apparel,Stationery,22,10,45,0.2857142857142857,0.006493506493506493,0.5844155844155844,0.013282172373081463
USER_1181,178,3,399.70000000000005,0,34.7,11.566666666666668,3,1.0,0.0,0.0,0.0,18.0,6.0,Jul,3,1,178,0.0,여,Chicago,29,1,Nest,None,None,0,1,2,0.0,0.0,0.6666666666666666,0.2222222222222222
USER_1182,172,25,5090.5065,142,621.2845,8.283793333333334,385,15.4,252.538,3.3671733333333336,5.33,162.49,2.1665333333333336,Feb,11,3,152,2.0,여,Chicago,29,8,Apparel,Stationery,Apparel,25,8,42,0.3333333333333333,0.013333333333333332,0.56,0.022400000000000003
USER_1183,50,20,3848.3803,221,352.5893,6.652628301886792,134,6.7,219.829,4.147716981132076,4.34,123.5,2.330188679245283,Nov,9,5,98,4.0,남,Chicago,25,10,Nest,Apparel,Lifestyle,14,6,33,0.2641509433962264,0.013207547169811321,0.6226415094339622,0.031132075471698113
USER_1184,12,15,1899.8508,191,197.7818,7.325251851851852,46,3.066666666666667,222.051,8.22411111111111,10.0,126.45,4.683333333333334,Dec,9,2,197,1.0,여,California,28,8,Apparel,Nest,Housewares,9,3,15,0.3333333333333333,0.02222222222222222,0.5555555555555556,0.03703703703703704
USER_1185,142,59,7848.893,147,851.264,7.153478991596638,231,3.9152542372881354,783.691,6.585638655462185,8.15,543.82,4.569915966386555,Mar,25,4,109,3.0,여,Chicago,31,14,Apparel,Nest,Stationery,43,17,59,0.36134453781512604,0.006124483691781798,0.4957983193277311,0.008403361344537815
USER_1186,33,38,8112.4715,211,721.0035,10.449326086956523,190,5.0,413.79200000000003,5.996985507246377,6.67,311.95,4.521014492753623,Nov,25,3,151,2.0,여,New York,19,8,Nest,Apparel,Nest,23,13,33,0.3333333333333333,0.008771929824561403,0.4782608695652174,0.012585812356979406
USER_1187,17,27,8677.2713,274,946.5043000000001,19.316414285714288,905,33.51851851851852,175.053,3.572510204081633,7.35,342.57,6.991224489795918,Mar,20,2,282,1.0,여,California,10,8,Apparel,Nest,Housewares,12,8,29,0.24489795918367346,0.009070294784580499,0.5918367346938775,0.021919879062736205
USER_1188,9,13,2491.8880999999997,0,234.61610000000002,11.172195238095238,175,13.461538461538462,104.448,4.973714285714285,8.57,93.08,4.432380952380952,Dec,13,1,9,0.0,여,Chicago,22,6,Nest,Apparel,Stationery,6,1,14,0.2857142857142857,0.021978021978021976,0.6666666666666666,0.05128205128205128
USER_1189,301,3,295.4597,0,28.3797,2.83797,14,4.666666666666667,0.0,0.0,0.0,19.5,1.95,Mar,3,1,301,0.0,여,New Jersey,19,6,Lifestyle,Apparel,Apparel,0,4,6,0.0,0.0,0.6,0.19999999999999998
USER_1190,25,25,4274.9369,313,431.5899,8.99145625,68,2.72,224.123,4.669229166666667,6.46,161.0,3.3541666666666665,Dec,10,5,130,4.0,남,Chicago,42,5,Nest,Apparel,Stationery,15,6,27,0.3125,0.0125,0.5625,0.0225
