Recency,Frequency,Monetary,Length,성별,평균구매주기,구매카테고리수,총납세액,총구매수량,총할인금액,총배송료,당월구매횟수,고유거래일수,used개수,not used개수,Used_ratio_per_F,Clicked_ratio_per_F,First_category,Second_category,Third_category,labels
332,37,7722.926,1,남,167,9,796.136,372,478.66,394.29,37,2,25,10,0.0097924010967489,0.0133176654915785,Nest,Stationery,Lifestyle,4
94,1,49.4828,0,남,94,1,7.4808,4,12.468,12.91,1,1,1,0,1.0,0.0,Housewares,None,None,2
276,31,3802.8308,1,여,139,7,423.0288,98,584.1479999999999,258.51,31,2,22,7,0.0157706093189964,0.0114695340501792,Nest,Apparel,Housewares,4
39,19,3930.4884,0,남,39,6,344.4344,34,244.356,128.99,19,1,9,3,0.0157894736842105,0.031578947368421,Nest,Nest,Apparel,0
257,11,3000.1821,42,남,170,7,296.2261,127,236.274,204.07,10,2,11,5,0.0303030303030303,0.046831955922865,Nest,Apparel,Stationery,3
215,9,848.187,0,여,215,3,88.805,21,80.668,55.0,9,1,8,0,0.0555555555555555,0.0555555555555555,Nest,Stationery,Apparel,7
101,44,6608.3886,183,여,233,8,698.3876,234,694.329,363.91,26,2,21,11,0.00627990430622,0.0131578947368421,Nest,Apparel,Stationery,1
333,5,1102.6488,0,여,333,5,116.8168,28,98.068,32.5,5,1,4,1,0.08,0.1,Nest,Stationery,Apparel,7
255,19,3848.7343,0,여,255,7,379.9973,469,148.59300000000002,203.61,19,1,16,3,0.0247678018575851,0.023219814241486,Nest,Stationery,Apparel,4
92,5,996.0382,0,여,92,5,101.1222,30,191.634,43.98,5,1,7,2,0.1076923076923076,0.0615384615384615,Lifestyle,Apparel,Nest,0
342,23,3452.5526,0,여,342,8,355.7096,110,102.097,168.75,23,1,16,9,0.0139130434782608,0.0217391304347826,Apparel,Nest,Stationery,4
57,10,2522.9384,1,남,29,5,266.3964,108,334.618,60.0,10,2,13,4,0.0419354838709677,0.0451612903225806,Stationery,Apparel,Nest,0
214,34,7441.8223,82,여,189,9,792.4033000000001,969,546.051,353.41,19,2,23,8,0.0104072398190045,0.0153846153846153,Nest,Apparel,Lifestyle,1
39,59,15458.0099,203,여,89,11,1598.0499,1052,1183.16,506.31,29,5,41,17,0.0055593220338983,0.0090847457627118,Apparel,Nest,Stationery,5
330,6,592.095,0,남,330,5,64.439,17,26.114,52.5,6,1,5,0,0.0595238095238095,0.1071428571428571,Apparel,Stationery,Housewares,7
230,1,34.13419999999999,0,여,230,2,3.8442,9,2.4000000000000004,6.0,1,1,1,0,0.5,0.5,Apparel,Stationery,None,2
89,5,1581.897,263,여,307,6,108.705,94,43.798,60.96,3,2,3,0,0.0545454545454545,0.1454545454545454,Nest,Nest,Stationery,3
85,54,11877.1058,236,여,139,16,1135.9538,388,584.598,432.68,24,4,47,26,0.006747057134654,0.0080390467987367,Apparel,Nest,Housewares,5
10,9,2150.1975,1,여,6,3,200.2175,21,241.56,97.96,9,2,7,1,0.0555555555555555,0.0476190476190476,Nest,Housewares,Nest,0
66,10,1547.9836,0,남,66,4,112.9536,25,47.24,69.75,10,1,5,2,0.0238095238095238,0.0666666666666666,Apparel,Nest,Nest,0
192,7,1214.4158,0,여,192,5,120.9658,32,63.53999999999999,149.06,7,1,5,1,0.037593984962406,0.0977443609022556,Apparel,Nest,Stationery,0
107,4,633.688,0,여,107,3,92.253,57,122.625,50.21,4,1,2,2,0.1,0.05,Housewares,Nest,Nest,7
53,4,925.9382,0,남,53,3,78.9482,8,0.0,24.0,4,1,0,1,0.0,0.2,Nest,Nest,Apparel,7
282,2,180.85,0,여,282,2,15.3,4,0.4499999999999999,13.0,2,1,1,0,0.1666666666666666,0.3333333333333333,Stationery,Nest,None,2
211,5,384.8194,0,여,211,4,45.5864,42,80.60699999999999,30.0,5,1,4,1,0.0666666666666666,0.1166666666666666,Apparel,Stationery,Lifestyle,7
147,12,1436.0889,208,여,140,4,139.3469,20,39.478,74.5,6,4,3,4,0.015625,0.046875,Apparel,Nest,Stationery,3
81,10,1259.848,236,여,276,8,163.365,42,62.20700000000001,65.2,5,2,6,2,0.0260869565217391,0.0652173913043478,Apparel,Apparel,Housewares,3
19,17,4011.0734,182,여,127,7,395.5854000000001,543,403.392,121.49,11,3,14,4,0.0249554367201426,0.0267379679144385,Nest,Apparel,Stationery,1
17,2,51.656200000000005,0,여,17,2,7.7532,4,12.717,13.0,2,1,1,0,0.25,0.25,Stationery,Apparel,None,2
335,1,27.1854,0,여,335,1,3.1554,1,0.0,6.5,1,1,0,0,0.0,1.0,Apparel,None,None,2
171,4,383.2344,30,여,77,5,32.711400000000005,35,2.067,36.42,2,3,2,1,0.0833333333333333,0.125,Stationery,Nest,Apparel,6
12,5,688.0108,95,여,101,5,75.8948,22,126.894,65.47,3,2,2,0,0.05,0.15,Apparel,Nest,Housewares,6
75,18,1824.7992,126,여,163,9,193.6062,153,91.367,165.93,10,2,13,2,0.0225694444444444,0.0295138888888888,Apparel,Stationery,Lifestyle,3
172,8,1296.2542,15,여,101,7,135.7842,185,122.55,62.33,7,2,3,1,0.0288461538461538,0.0865384615384615,Nest,Stationery,Apparel,3
213,42,7472.1748,135,남,96,9,769.7938,253,671.6089999999999,513.49,17,5,28,6,0.0088888888888888,0.013015873015873,Nest,Apparel,Housewares,1
108,5,697.1716,0,남,108,3,69.0986,7,50.697,30.0,5,1,2,1,0.0666666666666666,0.1,Nest,Apparel,Housewares,7
126,46,8542.7734,169,남,154,9,902.8234,170,479.42,349.41,32,3,27,14,0.0065217391304347,0.0118357487922705,Apparel,Nest,Stationery,1
351,5,1244.916,1,여,176,2,111.417,10,15.371000000000002,34.7,5,2,1,1,0.04,0.12,Nest,Nest,None,7
314,3,173.74040000000002,0,남,314,2,15.4604,3,0.0,19.5,3,1,0,0,0.0,0.3333333333333333,Apparel,Nest,None,2
60,18,3745.9406,0,여,60,8,288.7546,55,101.384,130.34,18,1,13,4,0.0167958656330749,0.0335917312661498,Apparel,Nest,Nest,0
207,4,395.0632,0,남,207,3,58.8242,8,87.89099999999999,24.0,4,1,4,0,0.125,0.125,Apparel,Nest,IT,7
24,8,1697.155,1,여,13,4,155.197,27,182.082,83.96000000000001,8,2,9,5,0.0625,0.0277777777777777,Nest,Apparel,Stationery,0
221,4,678.3627,0,여,221,5,89.9007,22,53.468,24.0,4,1,4,4,0.0555555555555555,0.1388888888888889,Apparel,Lifestyle,Nest,7
202,1,58.1276,0,여,202,1,8.4546,3,3.297,6.0,1,1,1,1,0.3333333333333333,0.3333333333333333,Apparel,None,None,2
87,7,1289.1029,41,여,84,6,119.6089,23,50.636,42.0,6,2,5,4,0.0446428571428571,0.0625,Nest,Lifestyle,Apparel,3
316,69,9427.0895,1,남,159,10,979.6615,153,672.3520000000001,455.78,69,2,39,18,0.0048309178743961,0.0074321813452248,Apparel,Nest,Housewares,4
39,34,6285.0002,280,남,119,7,621.1422,266,273.302,298.71,13,5,25,13,0.0103562551781275,0.0136702568351284,Apparel,Nest,Stationery,1
115,9,3440.1298,0,남,115,8,477.1988,349,506.949,129.48,9,1,10,2,0.0483091787439613,0.0531400966183574,Apparel,Nest,Housewares,4
32,38,6938.4211000000005,260,여,110,10,632.8251,104,292.684,277.42,18,5,21,7,0.0080091533180778,0.0156369183829138,Apparel,Nest,Nest,1
170,14,2562.3996,180,여,176,6,292.1196,51,81.8,109.5,11,3,10,5,0.0238095238095238,0.0357142857142857,Apparel,Nest,Housewares,3
16,8,1353.4912,0,여,16,5,136.0822,19,93.441,57.99,8,1,5,4,0.0367647058823529,0.0588235294117647,Apparel,Nest,Nest,0
61,6,385.8646,0,여,61,6,38.1386,22,13.144,36.0,6,1,6,2,0.0555555555555555,0.0925925925925926,Apparel,Stationery,Nest,7
252,5,1163.3396,0,남,252,2,110.6986,11,49.119,36.99,5,1,3,1,0.0857142857142857,0.0857142857142857,Nest,Apparel,None,7
65,11,486.2542,1,여,33,5,54.0302,58,8.406,66.0,11,2,7,3,0.0265151515151515,0.053030303030303,Apparel,Stationery,Lifestyle,7
178,39,6104.6841,60,여,99,12,608.7411,552,152.287,478.31,24,3,25,12,0.0074537865235539,0.0146094215861657,Apparel,Stationery,Nest,1
176,2,107.0362,0,여,176,2,10.3462,2,7.9,12.0,2,1,1,1,0.25,0.0,Nest,Apparel,None,2
69,20,3090.2113,218,여,168,10,325.9063,111,190.455,226.84,18,3,15,10,0.0141509433962264,0.0264150943396226,Apparel,Stationery,Housewares,1
65,8,1959.7418,23,남,55,10,225.1678,97,62.296,98.74,8,2,5,2,0.0416666666666666,0.0666666666666666,Housewares,Apparel,Stationery,3
131,5,759.1742,15,남,80,6,84.8042,18,10.71,36.99,5,2,8,3,0.0941176470588235,0.0705882352941176,Stationery,Apparel,Nest,6
99,29,6194.561,158,남,103,8,569.271,158,371.64,235.47,15,4,21,12,0.0114942528735632,0.0164203612479474,Apparel,Nest,Lifestyle,1
1,27,5094.9442,0,여,1,5,403.2312,64,483.447,173.5,27,1,11,4,0.0107212475633528,0.0224171539961013,Nest,Nest,Apparel,4
145,11,2710.5479,0,남,145,9,241.6859,119,231.878,93.83,11,1,12,2,0.0376175548589341,0.0470219435736677,Nest,Apparel,Housewares,0
62,7,1928.7312,0,여,62,4,164.5912,135,44.7,42.0,7,1,3,2,0.0428571428571428,0.0714285714285714,Nest,Apparel,Nest,0
240,28,6998.392,1,여,121,8,734.664,328,277.562,232.61,28,2,19,11,0.0107709750566893,0.0187074829931972,Apparel,Nest,Stationery,4
144,6,1055.9638,0,여,144,7,105.5918,157,15.358,52.17,6,1,4,2,0.0476190476190476,0.0952380952380952,Apparel,Apparel,Stationery,0
334,6,1536.2818,0,여,334,2,150.5368,14,69.53500000000001,46.28,6,1,4,2,0.074074074074074,0.0555555555555555,Nest,Apparel,None,7
199,6,2007.5418,0,남,199,4,298.4208,210,191.199,137.56,6,1,5,3,0.0520833333333333,0.0833333333333333,Apparel,Lifestyle,Nest,0
27,8,826.6336,0,여,27,6,84.0346,49,167.121,51.5,8,1,7,3,0.0486111111111111,0.0555555555555555,Apparel,Stationery,Nest,0
216,16,2226.9574,1,남,109,5,224.4954,26,146.748,112.68,16,2,10,0,0.025,0.0375,Nest,Apparel,Nest,0
228,8,2095.8512,0,여,228,4,297.4052,164,56.294,48.0,8,1,3,5,0.01875,0.075,Apparel,Apparel,Nest,0
45,32,6276.768,1,여,23,10,542.772,202,447.734,198.91,32,2,18,9,0.0102272727272727,0.0159090909090909,Nest,Stationery,Housewares,4
358,2,374.2782,0,여,358,2,34.26820000000001,3,0.0,13.0,2,1,0,1,0.0,0.25,Apparel,Nest,None,2
41,27,3672.3598,196,남,86,7,330.3328,192,166.03300000000002,224.32,17,5,13,8,0.013013013013013,0.016016016016016,Nest,Stationery,Apparel,1
202,19,4021.4814,0,여,202,8,473.2154,359,294.594,164.19,19,1,15,7,0.020775623268698,0.0221606648199446,Apparel,Stationery,Nest,4
290,36,8032.5109,1,남,146,9,885.2239,401,471.573,480.76,36,2,20,14,0.007716049382716,0.0146604938271604,Apparel,Nest,Stationery,4
220,13,1569.3644,1,여,111,7,183.7564,141,79.772,98.96,13,2,8,7,0.0219780219780219,0.0357142857142857,Apparel,Lifestyle,Nest,0
258,44,10318.6577,69,여,132,8,1069.0227,966,418.565,626.8199999999999,33,3,22,10,0.0064935064935064,0.0132821723730814,Nest,Apparel,Stationery,5
178,3,399.7000000000001,0,여,178,1,34.7,3,0.0,18.0,3,1,0,1,0.0,0.2222222222222222,Nest,None,None,2
172,25,5090.5065,142,여,152,8,621.2845,385,252.538,162.49,11,3,25,8,0.0133333333333333,0.0224,Apparel,Stationery,Apparel,1
50,20,3848.3803,221,남,98,10,352.5893,134,219.829,123.5,9,5,14,6,0.0132075471698113,0.0311320754716981,Nest,Apparel,Lifestyle,1
12,15,1899.8508,191,여,197,8,197.7818,46,222.051,126.45,9,2,9,3,0.0222222222222222,0.037037037037037,Apparel,Nest,Housewares,3
142,59,7848.893,147,여,109,14,851.264,231,783.691,543.82,25,4,43,17,0.0061244836917817,0.0084033613445378,Apparel,Nest,Stationery,5
33,38,8112.4715,211,여,151,8,721.0035,190,413.792,311.95,25,3,23,13,0.0087719298245614,0.0125858123569794,Nest,Apparel,Nest,1
17,27,8677.2713,274,여,282,8,946.5043,905,175.053,342.57,20,2,12,8,0.0090702947845804,0.0219198790627362,Apparel,Nest,Housewares,1
9,13,2491.8881,0,여,9,6,234.6161,175,104.448,93.08,13,1,6,1,0.0219780219780219,0.0512820512820512,Nest,Apparel,Stationery,0
301,3,295.4597,0,여,301,6,28.3797,14,0.0,19.5,3,1,0,4,0.0,0.1999999999999999,Lifestyle,Apparel,Apparel,2
25,25,4274.9369,313,남,130,5,431.5899,68,224.123,161.0,10,5,15,6,0.0125,0.0225,Nest,Apparel,Stationery,1
19,39,6391.5971,190,남,99,6,651.2561000000001,101,665.9789999999999,260.96,14,4,30,3,0.0128205128205128,0.0115384615384615,Nest,Apparel,Nest,1
96,36,6743.6535,133,여,90,10,715.0155,461,806.6619999999999,388.75,23,4,27,10,0.0088235294117647,0.0156862745098039,Apparel,Nest,Stationery,1
342,7,2030.189,0,남,342,1,183.221,14,30.742000000000004,45.5,7,1,2,3,0.0285714285714285,0.0714285714285714,Nest,None,None,7
69,15,2603.8244,171,여,205,7,239.7184,254,128.124,121.57,8,2,12,7,0.0242424242424242,0.0282828282828282,Stationery,Nest,Apparel,3
88,51,10231.0636,239,여,188,9,976.7996,280,451.706,463.42,36,3,23,16,0.0052439580483356,0.0107159142726858,Nest,Apparel,Stationery,1
34,14,2740.8178000000003,137,여,154,5,204.6458,26,237.078,90.0,13,2,5,1,0.0223214285714285,0.0446428571428571,Nest,Nest,Apparel,3
87,36,6264.5033,237,남,112,9,590.3353000000001,107,432.592,301.13,9,5,21,9,0.0091145833333333,0.0147569444444444,Nest,Apparel,Stationery,1
242,22,2161.0486,0,남,242,7,287.7946,277,108.756,133.0,22,1,11,7,0.0128205128205128,0.0244755244755244,Apparel,Stationery,Housewares,4
30,7,1001.0442,0,여,30,3,97.9212,20,82.077,50.98,7,1,3,1,0.0357142857142857,0.0952380952380952,Nest,Stationery,Apparel,7
295,32,5873.1149000000005,1,남,148,9,611.5289,152,254.814,307.85,32,2,19,15,0.0068247126436781,0.019037356321839,Apparel,Nest,Housewares,4
270,1,16.868000000000002,0,여,270,1,0.957,3,0.159,6.5,1,1,1,1,0.5,0.0,Stationery,None,None,2
89,29,4626.4397,0,여,89,9,511.7647,231,146.29500000000002,216.44,29,1,15,9,0.009946949602122,0.0185676392572944,Apparel,Nest,Stationery,4
148,49,6921.4852,1,여,75,10,771.8412,322,335.206,322.97,49,2,44,31,0.0068546502570493,0.0087241003271537,Apparel,Nest,Housewares,4
285,9,2022.6514,59,여,201,7,230.3514,126,116.59,98.8,7,2,5,4,0.0252525252525252,0.0656565656565656,Nest,Housewares,Apparel,3
111,5,1412.9788,85,남,140,5,156.1988,53,80.39999999999999,50.84,4,2,2,4,0.0333333333333333,0.1,Nest,Apparel,Apparel,3
7,1,139.93,0,여,7,1,12.13,1,0.0,6.5,1,1,0,0,0.0,1.0,Nest,None,None,2
4,15,2349.9097,223,남,225,6,212.82870000000003,50,192.189,106.9,10,2,9,7,0.024,0.024,Apparel,Nest,Nest,3
229,21,2918.9076,0,여,229,6,304.9636,86,80.306,142.71,21,1,15,6,0.013477088948787,0.0287511230907457,Apparel,Stationery,Nest,0
58,5,187.94260000000003,114,여,95,5,21.1816,9,17.799,30.0,2,3,4,2,0.0888888888888888,0.0666666666666666,Apparel,Stationery,Lifestyle,6
256,1,28.6442,0,여,256,1,3.4542,1,0.0,6.0,1,1,0,0,0.0,1.0,Apparel,None,None,2
54,19,4049.5682,0,여,54,4,340.39820000000003,31,252.0,131.18,19,1,8,4,0.0175438596491228,0.0263157894736842,Nest,Nest,Nest,0
27,15,3461.4428,7,남,20,5,283.4638,71,304.381,172.16,11,2,10,6,0.0256410256410256,0.0256410256410256,Nest,Apparel,Nest,4
5,51,8567.3398,183,여,46,11,830.3288,358,694.579,522.6,18,8,32,12,0.0073817762399077,0.0094579008073817,Nest,Apparel,Nest,5
288,11,1738.1632,0,여,288,5,169.8412,116,42.168,166.55,11,1,5,0,0.0206611570247933,0.0702479338842975,Apparel,Stationery,Nest,0
131,7,1607.1875,142,남,207,7,198.9545,632,242.29700000000005,49.99,5,2,10,0,0.0840336134453781,0.0588235294117647,Apparel,Nest,Housewares,3
40,9,2805.3656,0,여,40,3,263.9356,31,56.27000000000001,93.28,9,1,4,3,0.0277777777777777,0.0625,Apparel,Nest,Nest,0
11,7,1589.7261999999998,0,여,11,4,152.28920000000002,15,246.903,51.99,7,1,4,2,0.0571428571428571,0.0571428571428571,Nest,Nest,Apparel,0
16,139,36999.4227,1,여,9,10,3787.6597,1448,3624.417,1261.72,139,2,81,49,0.0022412838959601,0.0035971223021582,Apparel,Nest,Nest,5
129,56,7458.4381,101,여,110,10,761.1101,422,299.582,419.47,29,3,34,20,0.0049765807962529,0.0099531615925058,Apparel,Nest,Stationery,1
257,1,32.432,0,여,257,1,4.032,8,0.0,6.0,1,1,0,1,0.0,0.75,Lifestyle,None,None,2
173,61,11346.9028,95,여,90,10,1160.1738,502,246.581,515.86,46,4,51,23,0.0061026684216824,0.0075385904032547,Apparel,Nest,Stationery,5
272,65,12369.5916,1,여,137,12,1294.4726,768,354.071,650.32,65,2,60,22,0.0057333970377448,0.007548972766364,Apparel,Stationery,Nest,4
179,8,1179.2598,0,남,179,7,124.2038,117,24.404000000000003,63.65,8,1,4,1,0.0294117647058823,0.088235294117647,Apparel,Nest,Stationery,0
209,21,3516.7942000000003,145,여,166,7,380.5322,185,117.638,159.97,12,3,12,7,0.0121580547112461,0.0283687943262411,Apparel,Nest,Lifestyle,1
26,14,2058.3074,0,여,26,5,162.6164,21,110.319,104.18,14,1,6,2,0.0225563909774436,0.0413533834586466,Apparel,Nest,Nest,0
181,26,5232.742,1,여,91,9,499.095,59,155.163,172.69,26,2,17,5,0.0155677655677655,0.0183150183150183,Nest,Apparel,Lifestyle,4
15,6,885.473,0,여,15,6,79.909,14,160.536,39.0,6,1,4,3,0.0555555555555555,0.0694444444444444,Apparel,Housewares,Nest,0
92,16,1967.3462,36,남,82,9,207.7602,68,163.674,133.98,14,2,19,5,0.0228365384615384,0.0336538461538461,Apparel,Lifestyle,Stationery,3
135,29,4661.783,0,여,135,10,480.143,770,331.11,305.38,29,1,29,13,0.0126582278481012,0.0161501527717154,Apparel,Nest,Stationery,4
65,22,3026.329,92,남,83,9,267.56,73,93.561,174.46,11,3,17,5,0.0183982683982684,0.0216450216450216,Apparel,Nest,Housewares,3
226,4,1292.4408,0,남,226,2,134.7908,15,168.4,30.99,4,1,2,2,0.0625,0.125,Nest,Apparel,None,7
58,39,9013.105,181,여,105,12,952.689,259,507.324,247.47,29,4,29,13,0.0078272604588394,0.0143049932523616,Apparel,Nest,Housewares,1
33,9,2104.0882,0,남,33,6,153.8462,46,215.468,63.48,9,1,5,7,0.0326797385620915,0.0326797385620915,Apparel,Nest,Nest,0
28,25,4199.6385,198,남,212,8,408.0635,109,508.065,162.49,15,2,17,8,0.015813953488372,0.0167441860465116,Nest,Apparel,Stationery,1
22,5,541.3199999999999,0,여,22,5,51.467,18,47.517,75.5,5,1,3,3,0.0461538461538461,0.1076923076923076,Apparel,Nest,Stationery,7
185,28,4448.9474,174,남,106,7,502.0894,133,185.412,204.86,10,5,19,9,0.015079365079365,0.0134920634920634,Apparel,Nest,Stationery,1
9,14,2913.7899,334,남,169,3,263.2139,28,193.704,103.98,6,4,3,3,0.0112781954887218,0.0488721804511278,Nest,Apparel,Nest,3
28,14,2929.813,137,여,43,6,215.975,138,3.792,195.32,7,7,2,0,0.0084033613445378,0.0630252100840336,Nest,Nest,Apparel,3
3,34,7705.9995,189,남,190,7,782.9935,98,707.6039999999999,256.45,26,2,22,8,0.0104364326375711,0.0151802656546489,Nest,Apparel,Housewares,1
334,2,39.5146,0,여,334,2,4.0446,3,0.0,13.0,2,1,0,2,0.0,0.1666666666666666,Housewares,Apparel,None,2
171,17,7498.498699999999,0,여,171,6,1051.2636999999995,305,83.525,116.99,17,1,18,4,0.0286168521462639,0.0238473767885532,Apparel,Nest,Lifestyle,4
120,13,2169.8119,190,여,166,8,215.9319,214,174.38,186.77,12,3,6,2,0.017094017094017,0.0541310541310541,Stationery,Nest,Housewares,3
44,33,4853.0144,171,여,77,8,434.8354,101,199.381,217.85,16,5,14,10,0.0088383838383838,0.0151515151515151,Nest,Apparel,Stationery,1
125,47,7327.6516,153,여,107,12,880.1406,573,633.909,445.32,37,4,54,14,0.0099046221570066,0.0088041085840058,Apparel,Stationery,Nest,5
262,2,184.6802,0,여,262,2,16.9752,16,15.105000000000002,21.37,2,1,1,0,0.25,0.25,Housewares,Stationery,None,2
192,14,2023.224,145,여,241,7,188.189,79,307.285,185.71,7,2,10,1,0.0340136054421768,0.0340136054421768,Nest,Apparel,Stationery,3
95,7,1120.2776,0,남,95,6,96.8306,45,64.323,62.38,7,1,5,1,0.0595238095238095,0.0714285714285714,Nest,Apparel,Nest,0
102,18,2156.6418,180,여,231,7,236.0388,54,314.787,152.81,10,2,13,10,0.0195195195195195,0.021021021021021,Apparel,Nest,Stationery,3
363,5,637.5532000000001,0,여,363,3,61.03320000000001,8,0.0,32.5,5,1,0,2,0.0,0.1428571428571428,Apparel,Nest,IT,2
136,20,2481.4379,166,여,93,9,307.8509,89,136.723,128.49,9,5,16,3,0.016,0.031,Apparel,Nest,Housewares,3
260,3,1376.5,0,여,260,1,129.0,10,60.5,18.0,3,1,2,2,0.1333333333333333,0.0666666666666666,Nest,None,None,7
36,26,7055.9974,0,남,36,6,644.5354,164,405.058,186.99,26,1,14,5,0.0125223613595706,0.0214669051878354,Nest,Apparel,Nest,4
256,1,253.47600000000003,0,남,256,1,39.501000000000005,7,21.945000000000004,16.47,1,1,1,0,1.0,0.0,Apparel,None,None,2
18,3,903.0525,0,여,18,2,48.9795,9,6.117,32.480000000000004,3,1,1,0,0.0666666666666666,0.2666666666666666,Nest,Nest,None,7
209,38,7152.2753,1,여,105,8,721.6913,886,664.896,333.12,38,2,23,12,0.0082912761355443,0.0136986301369863,Nest,Apparel,Stationery,4
136,23,2853.763,151,여,146,9,327.521,267,218.788,207.47,22,3,35,12,0.0205640423031727,0.0158636897767332,Apparel,Housewares,Nest,1
210,7,1112.1651,0,남,210,3,106.7121,13,86.097,48.99,7,1,3,2,0.0476190476190476,0.0634920634920634,Nest,Apparel,Apparel,7
256,7,936.4895,0,여,256,7,90.8685,71,17.989,55.99,7,1,3,4,0.0252100840336134,0.0840336134453781,Apparel,Lifestyle,Nest,7
11,5,819.8172,155,여,160,2,96.4752,10,109.158,30.5,3,2,3,1,0.075,0.1,Nest,Apparel,None,6
66,6,575.0698,284,여,211,4,60.3498,12,7.720000000000001,49.47,4,3,3,0,0.0625,0.1041666666666666,Apparel,Nest,Housewares,6
35,57,11064.5874,0,여,35,8,877.9974000000001,186,516.29,387.98,57,1,30,13,0.005599104143337,0.009518477043673,Nest,Apparel,Nest,4
287,6,1068.6412,0,여,287,4,90.5752,14,26.394,107.5,6,1,3,4,0.0454545454545454,0.0606060606060606,Nest,Stationery,Lifestyle,7
107,7,319.4206,178,여,231,5,37.0846,21,41.064,60.69,4,2,4,2,0.0439560439560439,0.0769230769230769,Lifestyle,Stationery,Apparel,6
202,4,298.5673,0,여,202,5,35.101299999999995,11,18.534,24.0,4,1,2,1,0.05,0.175,Apparel,Housewares,Nest,7
91,14,2384.939,0,여,91,7,190.547,42,46.598,78.0,14,1,12,3,0.0317460317460317,0.0317460317460317,Nest,Apparel,Stationery,0
11,33,5945.6113,1,여,6,7,498.5873,57,591.006,320.24,33,2,16,8,0.0107744107744107,0.0141414141414141,Nest,Nest,Apparel,4
21,106,19129.1979,341,여,63,12,1926.4479,847,1481.44,906.89,51,11,78,30,0.0034546904065904,0.0046505447781025,Apparel,Nest,Stationery,5
66,14,2939.8022,0,여,66,7,257.4622,106,59.61000000000001,92.92,14,1,7,8,0.0161290322580645,0.0368663594470046,Apparel,Nest,Housewares,0
9,8,977.6749,1,여,5,4,101.3939,12,187.629,52.0,8,2,5,0,0.0568181818181818,0.0681818181818181,Apparel,Nest,Nest,0
223,9,1779.144,66,여,177,5,203.051,106,84.53699999999999,115.88,8,2,4,4,0.023391812865497,0.0643274853801169,Apparel,Nest,Stationery,3
228,1,257.0944,0,여,228,4,40.3344,97,30.92,6.0,1,1,3,1,0.5,0.3333333333333333,Lifestyle,Apparel,Housewares,7
208,4,401.2759,0,남,208,7,38.2939,14,18.288,30.99,4,1,3,3,0.0833333333333333,0.0833333333333333,Housewares,Apparel,Apparel,7
222,6,628.0124,40,남,151,6,53.311400000000006,19,0.499,64.16,5,2,1,1,0.0238095238095238,0.119047619047619,Nest,Apparel,Stationery,6
253,29,5869.412,1,여,127,9,580.72,249,190.968,194.97,29,2,19,10,0.0100795755968169,0.0190981432360742,Apparel,Nest,Stationery,4
49,2,371.905,0,여,49,4,45.405,39,9.25,12.0,2,1,2,1,0.125,0.3125,Housewares,Apparel,Nest,7
340,2,175.4656,0,남,340,2,16.7066,2,15.371000000000002,13.0,2,1,1,0,0.25,0.25,Housewares,Nest,None,2
362,4,615.8796,0,남,362,3,56.796600000000005,10,30.947000000000003,26.0,4,1,2,1,0.0714285714285714,0.1428571428571428,Nest,Stationery,IT,7
205,17,2859.4068,0,남,205,11,325.7258,457,111.639,161.76,17,1,11,10,0.015047879616963,0.0300957592339261,Apparel,Stationery,Nest,4
334,2,1275.7996,0,여,334,5,190.6406,162,28.151000000000003,13.0,2,1,4,3,0.1538461538461538,0.2307692307692307,Apparel,Housewares,Apparel,7
144,23,3917.7385,0,여,144,6,478.4825,186,311.854,243.2,23,1,22,7,0.0195208518189884,0.0177462289263531,Apparel,Nest,Stationery,4
19,2,174.7593,0,여,19,4,17.4363,4,62.06699999999999,12.5,2,1,4,0,0.5,0.0,Nest,Nest,Apparel,7
339,6,1474.9573,0,여,339,8,175.5823,107,64.19500000000001,119.21,6,1,11,4,0.0679012345679012,0.074074074074074,Apparel,Lifestyle,Stationery,0
132,14,1946.517,1,여,67,7,188.395,40,83.288,84.0,14,2,4,7,0.0098522167487684,0.0443349753694581,Apparel,Nest,Stationery,0
356,2,345.23600000000005,0,여,356,3,27.432,23,4.606000000000001,170.01000000000002,2,1,1,0,0.125,0.375,Housewares,Apparel,Lifestyle,7
103,25,6739.9674,152,여,81,7,724.4374,312,299.16,260.44,15,5,12,12,0.0109090909090909,0.0181818181818181,Nest,Apparel,Housewares,1
31,26,4954.9294,163,남,178,7,440.7034,91,369.064,252.96,24,2,20,5,0.0174825174825174,0.0166083916083916,Nest,Apparel,Stationery,1
122,39,5605.237,218,남,139,9,546.802,105,347.375,329.13,20,4,25,9,0.009861932938856,0.0122287968441814,Apparel,Nest,Stationery,1
160,17,3540.4081,0,여,160,7,401.5341,709,137.066,130.44,17,1,10,0,0.0210084033613445,0.0378151260504201,Apparel,Nest,Lifestyle,4
58,42,6077.165300000001,224,여,126,10,634.7383,133,617.433,336.25,34,4,35,21,0.0084175084175084,0.0103415103415103,Apparel,Nest,Stationery,1
171,11,908.0051,0,여,171,7,101.9201,35,15.095,66.0,11,1,8,2,0.0279720279720279,0.0559440559440559,Apparel,Housewares,Stationery,7
298,28,4666.0523,0,여,298,9,526.6803,338,593.1179999999999,333.76,28,1,22,9,0.013095238095238,0.0172619047619047,Apparel,Stationery,Nest,4
97,56,12113.6521,0,남,97,12,972.5121,409,1111.08,520.29,56,1,27,19,0.0046809986130374,0.009882108183079,Nest,Apparel,Nest,4
